"","Category","Term","Count","%","PValue","Genes","List Total","Pop Hits","Pop Total","Fold Enrichment","Bonferroni","Benjamini","FDR","Paper_ref_overlap"
"11","GOTERM_BP_FAT","GO:0007059~chromosome segregation","47","4.989384288747346","1.0375558554011741E-13","TOP2A, HJURP, BUB1B, CDCA8, BRCA1, KIF11, HDAC8, SMC4, NSL1, AURKB, NCAPH, SMC2, BRIP1, DSN1, PTTG1, RACGAP1, NUSAP1, CEP192, FAM83D, ECT2, CENPT, STIL, SPAG5, UBE2C, DDX11, NSMCE2, KIF23, KIF22, CIT, CENPE, SFPQ, RAD51C, PSRC1, APITD1, ESPL1, FANCD2, KIFC1, CCNE1, INCENP, TACC3, BIRC5, KIF2C, TRIP13, RAD18, MAD1L1, SPC25, MAD2L1","789","299","17911","3.5683668841215543","6.830425114401351E-10","4.553827273078592E-11","4.231273160104793E-11",FALSE
"12","GOTERM_BP_FAT","GO:0044770~cell cycle phase transition","49","5.201698513800425","2.3366558868729934E-12","CDKN1C, CDKN1B, BUB1B, LMNB1, CKS1B, EPS8, CCND2, CCND1, CHEK1, CASP2, TOPBP1, SKP2, POLE, SOX4, TCF19, KLF11, NSMCE2, CIRBP, SOX11, CIT, CCNA2, RAD51C, DBF4, CCNE1, BIRC5, MAD1L1, SLFN9, ZFP36L1, E2F1, EIF4EBP1, CEP192, CLSPN, FAM83D, E2F7, NPM1, STIL, UBE2C, PLK2, CDC7, PML, PBX1, CENPE, ID2, CDK2, TACC3, CDK1, CDK14, MAD2L1, EZH2","789","350","17911","3.178124207858048","1.5375396400507668E-8","7.686429539868711E-10","7.141988718227303E-10",FALSE
"13","GOTERM_BP_FAT","GO:0000819~sister chromatid segregation","32","3.397027600849257","4.302385222380193E-12","TOP2A, BUB1B, CDCA8, HDAC8, SMC4, NSL1, AURKB, NCAPH, SMC2, DSN1, PTTG1, RACGAP1, NUSAP1, CEP192, STIL, SPAG5, UBE2C, DDX11, NSMCE2, KIF23, KIF22, CIT, CENPE, SFPQ, RAD51C, PSRC1, ESPL1, KIFC1, TACC3, KIF2C, MAD1L1, MAD2L1","789","163","17911","4.456615891825483","2.8309372179791126E-8","1.1322156951215718E-9","1.052019234576405E-9",FALSE
"14","GOTERM_BP_FAT","GO:0007346~regulation of mitotic cell cycle","54","5.7324840764331215","4.495380587752713E-12","CDKN1C, TOP2A, CDKN1B, ZWILCH, BUB1B, KIF11, MKI67, IGF1R, LMNB1, CKS1B, CCND2, CCND1, MYC, CHEK1, NUSAP1, CASP2, KNTC1, TOPBP1, SOX4, YWHAH, NSMCE2, CIT, CCNA2, RAD51C, PSRC1, DBF4, ESPL1, BIRC5, KIF20B, MAD1L1, SLFN9, ZFP36L1, E2F1, EIF4EBP1, CEP192, CLSPN, E2F7, AFAP1L2, STIL, UBE2C, PLK2, IGF2, CDC7, BMP7, PML, PBX1, TPX2, CENPE, ID2, CCDC8, TACC3, CDK1, MAD2L1, EZH2","789","420","17911","2.918685497012493","2.9579758198394757E-8","1.1375041879548116E-9","1.0569331358820128E-9",TRUE
"15","GOTERM_BP_FAT","GO:0098813~nuclear chromosome segregation","38","4.033970276008493","1.575309747558164E-11","TOP2A, BUB1B, CDCA8, HDAC8, SMC4, NSL1, AURKB, NCAPH, SMC2, BRIP1, DSN1, PTTG1, RACGAP1, NUSAP1, CEP192, FAM83D, STIL, SPAG5, UBE2C, DDX11, NSMCE2, KIF23, KIF22, CIT, CENPE, SFPQ, RAD51C, PSRC1, APITD1, ESPL1, FANCD2, KIFC1, CCNE1, TACC3, KIF2C, TRIP13, MAD1L1, MAD2L1","789","236","17911","3.6552275998367385","1.0365516578403344E-7","3.0482243615250473E-9","2.8323142608303103E-9",FALSE
"16","GOTERM_BP_FAT","GO:0000070~mitotic sister chromatid segregation","27","2.8662420382165608","1.7308041605235194E-10","BUB1B, CDCA8, SMC4, NSL1, AURKB, NCAPH, SMC2, DSN1, PTTG1, RACGAP1, NUSAP1, CEP192, STIL, SPAG5, UBE2C, NSMCE2, KIF23, KIF22, CIT, CENPE, PSRC1, ESPL1, KIFC1, TACC3, KIF2C, MAD1L1, MAD2L1","789","135","17911","4.540177439797212","1.1388686393942749E-6","2.587945584564599E-8","2.4046376893818805E-8",FALSE
"17","GOTERM_BP_FAT","GO:0051983~regulation of chromosome segregation","20","2.1231422505307855","4.578259577848202E-9","STIL, SPAG5, UBE2C, DDX11, NSMCE2, BUB1B, MKI67, HDAC8, CIT, CENPE, SFPQ, ESPL1, RACGAP1, TACC3, KIF2C, CEP192, ECT2, MAD1L1, RAD18, MAD2L1","789","86","17911","5.279276092787455","3.01244941512957E-5","4.3029099660947603E-7","3.9981286856265795E-7",FALSE
"18","GOTERM_BP_FAT","GO:0022402~cell cycle process","132","14.012738853503185","3.5029666378159853E-26","ERCC6L, ZWILCH, BUB1B, MKI67, SMC4, IGF1R, SMC2, EPS8, TUBB5, CCND2, CCND1, PTTG1, MYC, INSC, CFL1, CHEK1, STMN1, NUSAP1, KNTC1, SKP2, SOX4, LIG1, PRKCE, DDX11, NSMCE2, CIRBP, VRK1, SOX11, CCNE1, FANCD2, ZFYVE19, FAM64A, KIF20B, EZR, MAD1L1, CDCA3, GATA6, CDCA8, KLHL13, NCAPH, ZFP36L1, BRIP1, DSN1, RACGAP1, EIF4EBP1, CEP72, CEP192, CLSPN, ECT2, FAM83D, MYH10, PLK4, STIL, UBE2C, PLK2, IGF2, DSTN, CDC7, BMP7, PBX1, ANLN, TPX2, ID2, CDK2, CDK1, INTS7, CNTROB, CDK14, EZH2, CDKN1C, TOP2A, CDKN1B, NCAPG2, CEP164, CHD3, BRCA1, KIF11, LMNB1, CKS1B, MIS18BP1, CASP2, MYBL2, TOPBP1, POLE, CEP55, YWHAH, TCF19, KLF11, HELLS, H2AFX, KIF23, KIF22, CIT, CCNA2, ASPM, SFPQ, RAD51C, DBF4, PSRC1, ESPL1, KIFC1, INCENP, BIRC5, KIF2C, ARHGEF2, HDAC8, SLFN9, THBS1, NSL1, AURKB, AURKA, E2F1, E2F7, E2F8, CENPT, TCF7L2, TCF7L1, NPM1, SPAG5, FEM1B, PML, CENPE, APITD1, RAD51, PRC1, CCDC8, TACC3, SPRY2, TRIP13, SPC24, MAD2L1, SPC25","789","1109","17911","2.7019991977152022","2.304952047682918E-22","7.682005836730456E-23","7.13787835232304E-23",TRUE
"19","GOTERM_BP_FAT","GO:1903047~mitotic cell cycle process","100","10.615711252653929","1.4940647990939456E-25","ERCC6L, ZWILCH, BUB1B, SMC4, IGF1R, SMC2, EPS8, CCND2, CCND1, PTTG1, INSC, CFL1, CHEK1, STMN1, NUSAP1, KNTC1, SKP2, SOX4, LIG1, NSMCE2, VRK1, CCNE1, FAM64A, KIF20B, MAD1L1, CDCA3, CDCA8, KLHL13, NCAPH, ZFP36L1, DSN1, RACGAP1, EIF4EBP1, CEP192, CLSPN, FAM83D, MYH10, STIL, UBE2C, PLK2, IGF2, CDC7, BMP7, PBX1, ANLN, TPX2, ID2, CDK2, CDK1, CNTROB, CDK14, EZH2, CDKN1C, TOP2A, CDKN1B, NCAPG2, CEP164, KIF11, LMNB1, CKS1B, MIS18BP1, CASP2, MYBL2, TOPBP1, POLE, CEP55, TCF19, KLF11, HELLS, KIF23, KIF22, CIT, CCNA2, ASPM, RAD51C, DBF4, PSRC1, ESPL1, KIFC1, INCENP, BIRC5, KIF2C, ARHGEF2, SLFN9, NSL1, AURKB, AURKA, E2F1, E2F7, CENPT, TCF7L1, SPAG5, PML, CENPE, APITD1, TACC3, SPRY2, SPC24, MAD2L1, SPC25","789","702","17911","3.23374461524018","9.830946378038163E-22","2.457363078309767E-22","2.2833045292153223E-22",FALSE
"20","GOTERM_BP_FAT","GO:0000278~mitotic cell cycle","106","11.252653927813164","4.0651987696513583E-25","ERCC6L, ZWILCH, BUB1B, MKI67, SMC4, IGF1R, SMC2, EPS8, CCND2, CCND1, PTTG1, INSC, CFL1, CHEK1, STMN1, NUSAP1, KNTC1, SKP2, SOX4, LIG1, NSMCE2, VRK1, CCNE1, FAM64A, KIF20B, MAD1L1, CDCA3, CDCA8, KLHL13, NCAPH, ZFP36L1, DSN1, RACGAP1, EIF4EBP1, CEP192, CLSPN, FAM83D, MYH10, STIL, UBE2C, PLK2, IGF2, CDC7, BMP7, PBX1, ANLN, TPX2, ID2, CDK2, CDK1, CNTROB, CDK14, EZH2, CDKN1C, TOP2A, CDKN1B, NCAPG2, CEP164, KIF11, LMNB1, CKS1B, MIS18BP1, CASP2, MYBL2, TOPBP1, POLE, CEP55, YWHAH, TCF19, KLF11, HELLS, KIF23, KIF22, CIT, CCNA2, ASPM, RAD51C, DBF4, PSRC1, ESPL1, KIFC1, INCENP, BIRC5, KIF2C, ARHGEF2, SLFN9, RNF2, NSL1, AURKB, AURKA, E2F1, E2F7, E2F8, CENPT, RRM1, TCF7L1, SPAG5, PML, CENPE, APITD1, CCDC8, TACC3, SPRY2, SPC24, MAD2L1, SPC25","789","787","17911","3.0575527866486936","2.674900790430594E-21","5.348988541107257E-22","4.97011201577575E-22",TRUE
"21","GOTERM_BP_FAT","GO:0010564~regulation of cell cycle process","70","7.43099787685775","7.988239930271897E-17","CDKN1C, CDKN1B, BUB1B, BRCA1, KIF11, MKI67, IGF1R, LMNB1, CCND2, CCND1, CHEK1, NUSAP1, CASP2, TOPBP1, SOX9, SOX4, YWHAH, PRKCE, DDX11, NSMCE2, CIRBP, KIF23, SOX11, CIT, CCNA2, SFRP1, SFPQ, RAD51C, PSRC1, DBF4, ESPL1, KIFC1, ZFYVE19, BIRC5, KIF20B, MAD1L1, GATA6, HDAC8, SLFN9, AURKB, AURKA, ZFP36L1, RACGAP1, E2F1, CEP192, CLSPN, ECT2, FAM83D, E2F7, E2F8, PLK4, NPM1, STIL, SPAG5, UBE2C, FEM1B, PLK2, IGF2, CDC7, BMP7, PML, PBX1, TPX2, CENPE, ID2, CCDC8, TACC3, CDK1, MAD2L1, EZH2","789","516","17911","3.0795777207926824","7.30526750203353E-13","6.569328812657351E-14","6.104013836719014E-14",TRUE
"22","GOTERM_BP_FAT","GO:0051726~regulation of cell cycle","91","9.660297239915074","1.8789402168863594E-15","CDKN1C, TOP2A, CDKN1B, ZWILCH, BUB1B, BRCA1, KIF11, PTPRK, MKI67, IGF1R, LMNB1, CKS1B, CCND2, CCND1, MYC, CASP3, CHEK1, NUSAP1, CASP2, KNTC1, TOPBP1, SOX9, SKP2, CLIC1, SOX4, YWHAH, PRKCE, DDX11, NSMCE2, CIRBP, KIF23, SOX11, CIT, CCNA2, ASPM, SFRP1, SFPQ, RAD51C, PSRC1, RBL1, DBF4, ESPL1, KIFC1, CCNE1, ZFYVE19, BIRC5, KIF20B, PRR11, MAD1L1, SRC, GATA6, HDAC8, SLFN9, THBS1, AURKB, AURKA, ZFP36L1, BCL2L11, RACGAP1, FIGNL1, E2F1, EIF4EBP1, CEP192, CLSPN, ECT2, FAM83D, E2F7, E2F8, PLK4, TCF7L2, AFAP1L2, NPM1, STIL, SPAG5, UBE2C, FEM1B, PLK2, IGF2, CDC7, BMP7, PML, PBX1, TPX2, CENPE, CDK6, ID2, CCDC8, TACC3, CDK1, MAD2L1, EZH2","789","834","17911","2.4769553178749772","1.2418954753457001E-11","1.1237770624450327E-12","1.0441783223478469E-12",TRUE
"23","GOTERM_BP_FAT","GO:0044770~cell cycle phase transition","49","5.201698513800425","2.3366558868729934E-12","CDKN1C, CDKN1B, BUB1B, LMNB1, CKS1B, EPS8, CCND2, CCND1, CHEK1, CASP2, TOPBP1, SKP2, POLE, SOX4, TCF19, KLF11, NSMCE2, CIRBP, SOX11, CIT, CCNA2, RAD51C, DBF4, CCNE1, BIRC5, MAD1L1, SLFN9, ZFP36L1, E2F1, EIF4EBP1, CEP192, CLSPN, FAM83D, E2F7, NPM1, STIL, UBE2C, PLK2, CDC7, PML, PBX1, CENPE, ID2, CDK2, TACC3, CDK1, CDK14, MAD2L1, EZH2","789","350","17911","3.178124207858048","1.5375396400507668E-8","7.686429539868711E-10","7.141988718227303E-10",FALSE
"24","GOTERM_BP_FAT","GO:0007346~regulation of mitotic cell cycle","54","5.7324840764331215","4.495380587752713E-12","CDKN1C, TOP2A, CDKN1B, ZWILCH, BUB1B, KIF11, MKI67, IGF1R, LMNB1, CKS1B, CCND2, CCND1, MYC, CHEK1, NUSAP1, CASP2, KNTC1, TOPBP1, SOX4, YWHAH, NSMCE2, CIT, CCNA2, RAD51C, PSRC1, DBF4, ESPL1, BIRC5, KIF20B, MAD1L1, SLFN9, ZFP36L1, E2F1, EIF4EBP1, CEP192, CLSPN, E2F7, AFAP1L2, STIL, UBE2C, PLK2, IGF2, CDC7, BMP7, PML, PBX1, TPX2, CENPE, ID2, CCDC8, TACC3, CDK1, MAD2L1, EZH2","789","420","17911","2.918685497012493","2.9579758198394757E-8","1.1375041879548116E-9","1.0569331358820128E-9",TRUE
"25","GOTERM_BP_FAT","GO:0045787~positive regulation of cell cycle","45","4.777070063694268","5.443765151732004E-12","CDKN1B, SRC, GATA6, BRCA1, AURKB, IGF1R, LMNB1, CKS1B, CCND2, BCL2L11, CCND1, RACGAP1, MYC, NUSAP1, EIF4EBP1, CASP2, FAM83D, ECT2, SOX4, E2F7, E2F8, PLK4, NPM1, STIL, UBE2C, PRKCE, DDX11, NSMCE2, IGF2, CDC7, KIF23, PBX1, PML, CIT, CENPE, SFPQ, DBF4, RAD51C, PSRC1, ESPL1, ID2, CDK1, BIRC5, KIF20B, MAD2L1","789","309","17911","3.3059544464542805","3.581991747658719E-8","1.2790903904730305E-9","1.1884905847334908E-9",FALSE
"26","GOTERM_BP_FAT","GO:0044772~mitotic cell cycle phase transition","45","4.777070063694268","1.306445233247151E-11","CDKN1C, CDKN1B, BUB1B, SLFN9, LMNB1, ZFP36L1, CKS1B, EPS8, CCND2, CCND1, CHEK1, E2F1, EIF4EBP1, CASP2, CEP192, CLSPN, TOPBP1, SKP2, POLE, SOX4, E2F7, TCF19, KLF11, STIL, UBE2C, PLK2, NSMCE2, CDC7, PBX1, PML, CIT, CCNA2, CENPE, DBF4, RAD51C, CCNE1, ID2, CDK2, TACC3, CDK1, BIRC5, CDK14, MAD1L1, MAD2L1, EZH2","789","317","17911","3.2225234194144248","8.596400113969338E-8","2.6045767241009112E-9","2.4200908214666165E-9",FALSE
